label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
V,0.7953447699546814,0.8134833574295044,4.695901338891417e-07,0.7488037943840027,0.7516298890113831,-0.024894248694181442,0.7269029021263123,0.6494432687759399,-0.03636578842997551,0.7492671012878418,0.5545629262924194,-0.049928974360227585,0.7803390622138977,0.49724024534225464,-0.06181936338543892,0.7247851490974426,0.5034966468811035,-0.006612453144043684,0.7040049433708191,0.38650503754615784,-0.021753886714577675,0.694655179977417,0.3165941536426544,-0.03501071408390999,0.6881467700004578,0.25573739409446716,-0.046147268265485764,0.7665516138076782,0.48924800753593445,-0.011018399149179459,0.7627984285354614,0.35318416357040405,-0.028292108327150345,0.7632488012313843,0.27521583437919617,-0.046361979097127914,0.7654718160629272,0.20900091528892517,-0.05974756181240082,0.8035275340080261,0.5114521980285645,-0.01956712082028389,0.8067605495452881,0.39683985710144043,-0.04907187819480896,0.8048734664916992,0.4588281810283661,-0.05989544838666916,0.8048380017280579,0.5218823552131653,-0.06064474955201149,0.8384239673614502,0.555891752243042,-0.030318913981318474,0.8434897661209106,0.47296249866485596,-0.0552545003592968,0.8360549211502075,0.5043488144874573,-0.060520704835653305,0.8302294015884399,0.5517560243606567,-0.06022854521870613
V,0.7953677177429199,0.8151103258132935,4.620065396920836e-07,0.7487801313400269,0.7519508600234985,-0.024869631975889206,0.7271276712417603,0.6500296592712402,-0.036487728357315063,0.7494667768478394,0.555290699005127,-0.050204213708639145,0.7804633378982544,0.4974919855594635,-0.06218048930168152,0.7250186204910278,0.503356397151947,-0.006829984951764345,0.7043914794921875,0.3857983350753784,-0.022145984694361687,0.6950802803039551,0.31582918763160706,-0.035601526498794556,0.688622236251831,0.25467339158058167,-0.04692402482032776,0.7667281031608582,0.4892734885215759,-0.011377431452274323,0.7629852294921875,0.3533766269683838,-0.028733132407069206,0.7636228799819946,0.27580559253692627,-0.04681924730539322,0.7659345269203186,0.2098901867866516,-0.060296930372714996,0.803748369216919,0.5117597579956055,-0.020040860399603844,0.8076528906822205,0.39595499634742737,-0.04946998134255409,0.8055533766746521,0.45859599113464355,-0.05976404994726181,0.805080771446228,0.5225343704223633,-0.0602278858423233,0.8387430906295776,0.5571050643920898,-0.030946815386414528,0.844060480594635,0.47365933656692505,-0.05590619519352913,0.8365463614463806,0.5049740672111511,-0.06086760386824608,0.8304521441459656,0.5526835322380066,-0.06033088639378548
V,0.7964285612106323,0.8164937496185303,4.7200202857311524e-07,0.7495505809783936,0.7534536123275757,-0.025938259437680244,0.7281824350357056,0.6510155200958252,-0.03808973729610443,0.7500648498535156,0.5551375150680542,-0.0522487573325634,0.7812180519104004,0.4963791072368622,-0.06462734937667847,0.7251196503639221,0.5046268701553345,-0.0071254619397223,0.7042350769042969,0.3867300748825073,-0.02315886691212654,0.6948190927505493,0.31638190150260925,-0.03718895837664604,0.6884307861328125,0.2548324763774872,-0.04890960454940796,0.7669813632965088,0.49049803614616394,-0.011460774578154087,0.7632841467857361,0.35410988330841064,-0.029870104044675827,0.7639356255531311,0.2763912081718445,-0.048833929002285004,0.7667396068572998,0.209503173828125,-0.06283298879861832,0.8042166233062744,0.5130213499069214,-0.020015638321638107,0.8083599805831909,0.3960632085800171,-0.050459589809179306,0.8051031827926636,0.4613298177719116,-0.06070314347743988,0.8042591214179993,0.5264289379119873,-0.060909632593393326,0.839367151260376,0.5584007501602173,-0.030890507623553276,0.8437393307685852,0.4748304784297943,-0.05663369596004486,0.835540235042572,0.5089117288589478,-0.06144614890217781,0.8295760154724121,0.5580160617828369,-0.06064162775874138
V,0.796475350856781,0.8175186514854431,4.744372574805311e-07,0.749772310256958,0.7547613382339478,-0.025868652388453484,0.7282149195671082,0.6521063446998596,-0.03798558562994003,0.7505331635475159,0.5567930340766907,-0.052102696150541306,0.7808642387390137,0.49725285172462463,-0.06452492624521255,0.7253822088241577,0.5054965615272522,-0.007774085737764835,0.7045190334320068,0.38695013523101807,-0.023772524669766426,0.6949304342269897,0.31639665365219116,-0.037814605981111526,0.6881864666938782,0.25508055090904236,-0.04962478205561638,0.767170786857605,0.491393506526947,-0.012143351137638092,0.7638545632362366,0.35456418991088867,-0.030528878793120384,0.7643907070159912,0.27653250098228455,-0.04944515600800514,0.7669910788536072,0.2094564139842987,-0.06351207196712494,0.8042190074920654,0.5142284631729126,-0.02069343999028206,0.808667778968811,0.3958936333656311,-0.051044486463069916,0.8051241040229797,0.4622842073440552,-0.06125199794769287,0.8041887879371643,0.52797931432724,-0.061607200652360916,0.8392065763473511,0.5600989460945129,-0.031560078263282776,0.8439769148826599,0.4767916798591614,-0.05756888911128044,0.8350833058357239,0.5115057229995728,-0.06267675757408142,0.8285385966300964,0.5608053803443909,-0.062169160693883896
V,0.7956318855285645,0.8166122436523438,4.865999017056311e-07,0.7489705681800842,0.7512222528457642,-0.025714311748743057,0.7276352643966675,0.6515905857086182,-0.03805578872561455,0.7502377033233643,0.5567843914031982,-0.05240212008357048,0.7818453311920166,0.49773210287094116,-0.06486771255731583,0.7244158387184143,0.5055115818977356,-0.006984959356486797,0.7038751244544983,0.38656529784202576,-0.02240656688809395,0.6948478817939758,0.31636884808540344,-0.0362539067864418,0.6889823079109192,0.25489580631256104,-0.04786301776766777,0.7665339708328247,0.49126937985420227,-0.010951806791126728,0.7628862261772156,0.3548741936683655,-0.028125887736678123,0.763845682144165,0.2769012749195099,-0.04650372266769409,0.7666988968849182,0.21014833450317383,-0.060463618487119675,0.8035896420478821,0.5133816599845886,-0.0191885307431221,0.8076052069664001,0.39826512336730957,-0.04785170033574104,0.8059924244880676,0.45997148752212524,-0.05830243229866028,0.8058267831802368,0.5235407948493958,-0.059181783348321915,0.8385945558547974,0.5575947761535645,-0.029815703630447388,0.8448660969734192,0.47299179434776306,-0.05363357812166214,0.8373343348503113,0.5031414031982422,-0.05854490399360657,0.8307252526283264,0.5510106682777405,-0.058311790227890015
V,0.7929942011833191,0.8088266253471375,4.815783540834673e-07,0.7460388541221619,0.7475204467773438,-0.026221664622426033,0.7237422466278076,0.6481468081474304,-0.039360322058200836,0.7464594841003418,0.5557788014411926,-0.054386865347623825,0.7790902256965637,0.49887996912002563,-0.06763327866792679,0.721989095211029,0.5017051696777344,-0.009653231129050255,0.7018222212791443,0.3851536214351654,-0.026218673214316368,0.69255530834198,0.3142252266407013,-0.039991509169340134,0.6865771412849426,0.2530215084552765,-0.05110371485352516,0.7633962631225586,0.48900628089904785,-0.013373794965445995,0.7611396908760071,0.3550252318382263,-0.03197452053427696,0.7619304656982422,0.2776947021484375,-0.04940534010529518,0.7646063566207886,0.21191787719726562,-0.062124527990818024,0.7998033761978149,0.5110491514205933,-0.021335016936063766,0.8058260679244995,0.3951808214187622,-0.05123525112867355,0.8040075898170471,0.4609925150871277,-0.05984492599964142,0.8031243085861206,0.5260338187217712,-0.058832742273807526,0.834767758846283,0.5546056032180786,-0.03165927901864052,0.8417701125144958,0.47025781869888306,-0.05561157315969467,0.8339732885360718,0.5038361549377441,-0.0590946264564991,0.8265538811683655,0.5529798269271851,-0.057482801377773285
V,0.7928304076194763,0.8096923828125,4.855223778577056e-07,0.745761513710022,0.7483726143836975,-0.02594020403921604,0.7243971824645996,0.6464552879333496,-0.0380123108625412,0.7468004822731018,0.5526829361915588,-0.05178629234433174,0.7783330678939819,0.49442097544670105,-0.06361216306686401,0.7209188342094421,0.49953925609588623,-0.007212925236672163,0.7001535892486572,0.38430020213127136,-0.022174468263983727,0.6903952956199646,0.31472957134246826,-0.0347740538418293,0.6836162209510803,0.25531983375549316,-0.04511753469705582,0.7627051472663879,0.48583918809890747,-0.010974330827593803,0.7597264051437378,0.352225124835968,-0.028197379782795906,0.7596375346183777,0.27421557903289795,-0.04523579403758049,0.7610952258110046,0.2104301154613495,-0.05741092562675476,0.7996357679367065,0.5085796117782593,-0.019046589732170105,0.8028983473777771,0.3949914574623108,-0.048648472875356674,0.8028243780136108,0.4563530683517456,-0.058436326682567596,0.803871750831604,0.5183671116828918,-0.05807631090283394,0.8344974517822266,0.5528053045272827,-0.029341435059905052,0.8388968706130981,0.4701113700866699,-0.054162684828042984,0.8323965072631836,0.5022512674331665,-0.05850641056895256,0.8271517753601074,0.5498302578926086,-0.05716649070382118
V,0.7934151291847229,0.8142529726028442,4.878439767708187e-07,0.7466557621955872,0.7532014846801758,-0.0250311978161335,0.7245508432388306,0.6506933569908142,-0.03708024322986603,0.7486414909362793,0.5599954724311829,-0.0512639544904232,0.7810274958610535,0.508044421672821,-0.06374820321798325,0.7227399349212646,0.5004971623420715,-0.007606916595250368,0.703230619430542,0.38324350118637085,-0.023481659591197968,0.6928077936172485,0.31238314509391785,-0.036733079701662064,0.6851978898048401,0.25132283568382263,-0.04771561548113823,0.7643020153045654,0.4865710437297821,-0.012209020555019379,0.7636466026306152,0.3531923294067383,-0.03084476850926876,0.7649792432785034,0.2737290561199188,-0.04839678853750229,0.7672883868217468,0.20646655559539795,-0.06078548729419708,0.8008864521980286,0.5094971060752869,-0.02094351500272751,0.8083378672599792,0.39496272802352905,-0.05251520872116089,0.8058217167854309,0.46562689542770386,-0.061657607555389404,0.8040382266044617,0.5345951914787292,-0.06019946560263634,0.8355270028114319,0.5564004182815552,-0.031830430030822754,0.8428840637207031,0.47772476077079773,-0.05902913212776184,0.835723340511322,0.5134746432304382,-0.06345556676387787,0.8290960788726807,0.5629780888557434,-0.06155894696712494
V,0.7855470180511475,0.8115453720092773,4.682398753175221e-07,0.7380732297897339,0.7538881301879883,-0.022414807230234146,0.7164132595062256,0.6538784503936768,-0.03393153101205826,0.7374703884124756,0.5632532835006714,-0.04792933538556099,0.7650836110115051,0.5061675906181335,-0.06035326048731804,0.7143184542655945,0.5009037852287292,-0.006108907051384449,0.6945465207099915,0.3851422071456909,-0.021823421120643616,0.6840512752532959,0.3157424330711365,-0.03491838276386261,0.676481306552887,0.25626805424690247,-0.0454479418694973,0.7544130682945251,0.4867090880870819,-0.012005453929305077,0.7539936900138855,0.35171133279800415,-0.030333267524838448,0.7532624006271362,0.2737126052379608,-0.04745103418827057,0.7545766234397888,0.20820143818855286,-0.05949445441365242,0.7897122502326965,0.5096981525421143,-0.021793682128190994,0.7965914011001587,0.39538252353668213,-0.051236841827631,0.794573187828064,0.4606890082359314,-0.05934609845280647,0.7945137619972229,0.5235393047332764,-0.05799545720219612,0.8238183259963989,0.5553233623504639,-0.033645231276750565,0.8318381905555725,0.47458988428115845,-0.05797644332051277,0.8249685168266296,0.5091017484664917,-0.06105149909853935,0.8194320797920227,0.5552783012390137,-0.058860957622528076
V,0.7865580916404724,0.8093944787979126,4.862679361394839e-07,0.7399190068244934,0.7519656419754028,-0.026157360523939133,0.71767258644104,0.6500078439712524,-0.037969790399074554,0.7366514801979065,0.5530036091804504,-0.051560573279857635,0.7648308873176575,0.49150779843330383,-0.06291499733924866,0.7129062414169312,0.5015805959701538,-0.007178068161010742,0.691447913646698,0.3844934105873108,-0.022466231137514114,0.6809397339820862,0.3139914274215698,-0.035059940069913864,0.6730631589889526,0.25346314907073975,-0.0454261489212513,0.7537751197814941,0.48619458079338074,-0.010934808291494846,0.750532865524292,0.3505222797393799,-0.028828328475356102,0.7504433989524841,0.27106571197509766,-0.04582930728793144,0.7515349388122559,0.2052050530910492,-0.057966798543930054,0.789837658405304,0.5089153051376343,-0.01908300630748272,0.7924162149429321,0.39226365089416504,-0.04973702132701874,0.7924482226371765,0.45698487758636475,-0.059243764728307724,0.7931088209152222,0.520763099193573,-0.05855698138475418,0.8244533538818359,0.5545241832733154,-0.029498592019081116,0.8305080533027649,0.4729757308959961,-0.056055668741464615,0.822971761226654,0.5067093968391418,-0.06127110868692398,0.8157543540000916,0.554987370967865,-0.060332365334033966
